,chrom,description,end,geneSymbol,start
25586,chr8,"Homo sapiens protein phosphatase 2, catalytic subunit, beta isozyme (PPP2CB), mRNA.",30670352,PPP2CB,30643125
25587,chr8,"Homo sapiens testis expressed 15 (TEX15), mRNA.",30746222,TEX15,30689059
25588,chr8,"Homo sapiens purine-rich element binding protein G (PURG), transcript variant B, mRNA.",30891231,PURG,30853320
25589,chr8,"Homo sapiens fucosyltransferase 10 (alpha (1,3) fucosyltransferase) (FUT10), mRNA.",33330664,FUT10,33228343
25590,chr8,"Homo sapiens TELO2 interacting protein 2 (TTI2), transcript variant 3, mRNA.",33370703,TTI2,33330903
25591,chr8,"Homo sapiens ring finger protein 122 (RNF122), mRNA.",33424643,RNF122,33405272
25592,chr8,"Homo sapiens dual specificity phosphatase 26 (putative) (DUSP26), mRNA.",33457439,DUSP26,33448853
25593,chr8,SubName: Full=Uncharacterized protein;,37594944,AX747135,37592278
25594,chr8,"Homo sapiens chromosome X open reading frame 56 pseudogene (LOC728024), non-coding RNA.",37605564,LOC728024,37604073
25595,chr8,"Homo sapiens BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit (BRF2), mRNA.",37707431,BRF2,37701397
25596,chr8,"Homo sapiens RAB11 family interacting protein 1 (class I) (RAB11FIP1), transcript variant 3, mRNA.",37757015,RAB11FIP1,37716464
25597,chr8,"Homo sapiens glutamic-oxaloacetic transaminase 1-like 1 (GOT1L1), mRNA.",37797647,GOT1L1,37791799
25598,chr8,"Homo sapiens adrenoceptor beta 3 (ADRB3), mRNA.",37824184,ADRB3,37820513
25599,chr8,"Homo sapiens steroidogenic acute regulatory protein (STAR), nuclear gene encoding mitochondrial protein, mRNA.",38008600,STAR,38000217
25600,chr8,"Homo sapiens LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae) (LSM1), transcript variant 3, non-coding RNA.",38034248,LSM1,38020838
25601,chr8,"Homo sapiens phosphatidic acid phosphatase type 2 domain containing 1B (PPAPDC1B), transcript variant 1, mRNA.",38126738,PPAPDC1B,38120649
25602,chr8,"Homo sapiens Wolf-Hirschhorn syndrome candidate 1-like 1 (WHSC1L1), transcript variant long, mRNA.",38239790,WHSC1L1,38132560
25603,chr8,"Homo sapiens fibroblast growth factor receptor 1 (FGFR1), transcript variant 11, mRNA.",38326352,FGFR1,38268655
25604,chr8,"Homo sapiens chromosome 8 open reading frame 86 (C8orf86), mRNA.",38386180,C8orf86,38368351
25605,chr8,"Homo sapiens ring finger protein 5, E3 ubiquitin protein ligase pseudogene 1 (RNF5P1), non-coding RNA.",38458775,RNF5P1,38457692
25606,chr8,"Homo sapiens TM2 domain containing 2 (TM2D2), transcript variant 1, mRNA.",38854041,TM2D2,38846326
25607,chr8,"Homo sapiens ADAM metallopeptidase domain 3A (pseudogene) (ADAM3A), transcript variant 4, non-coding RNA.",39380508,ADAM3A,39308563
25608,chr8,"Homo sapiens ADAM metallopeptidase domain 2 (ADAM2), transcript variant 1, mRNA.",39695808,ADAM2,39601254
25609,chr8,"Homo sapiens zinc finger, matrin-type 4 (ZMAT4), transcript variant 1, mRNA.",40755343,ZMAT4,40388110
25610,chr8,"Homo sapiens secreted frizzled-related protein 1 (SFRP1), mRNA.",41166990,SFRP1,41119475
25611,chr8,"Homo sapiens NK6 homeobox 3 (NKX6-3), mRNA.",41643385,NKX6-3,41503828
25612,chr8,"Homo sapiens ankyrin 1, erythrocytic (ANK1), transcript variant 9, mRNA.",41754280,ANK1,41510743
25613,chr8,"Homo sapiens microRNA 486 (MIR486), microRNA.",41518026,MIR486,41517958
25614,chr8,"Homo sapiens K(lysine) acetyltransferase 6A (KAT6A), transcript variant 1, mRNA.",41909505,KAT6A,41786996
25615,chr8,"Homo sapiens plasminogen activator, tissue (PLAT), transcript variant 1, mRNA.",42065194,PLAT,42032235
25616,chr8,"Homo sapiens dickkopf WNT signaling pathway inhibitor 4 (DKK4), mRNA.",42234674,DKK4,42231585
25617,chr8,"Homo sapiens solute carrier family 20 (phosphate transporter), member 2 (SLC20A2), transcript variant 3, mRNA.",42397356,SLC20A2,42273979
25618,chr8,"Homo sapiens cholinergic receptor, nicotinic, alpha 6 (neuronal) (CHRNA6), transcript variant 1, mRNA.",42623929,CHRNA6,42607779
25619,chr8,"Homo sapiens THAP domain containing, apoptosis associated protein 1 (THAP1), transcript variant 1, mRNA.",42698474,THAP1,42691816
25620,chr8,"Homo sapiens ring finger protein 170 (RNF170), transcript variant 4, mRNA.",42751866,RNF170,42704779
25621,chr8,"Homo sapiens microRNA 4469 (MIR4469), microRNA.",42751418,MIR4469,42751339
25622,chr8,"Homo sapiens CCAAT/enhancer binding protein (C/EBP), delta (CEBPD), mRNA.",48650726,CEBPD,48649475
25623,chr8,"Homo sapiens protein kinase, DNA-activated, catalytic polypeptide (PRKDC), transcript variant 1, mRNA.",48872743,PRKDC,48685668
25624,chr8,"Homo sapiens EF-hand calcium binding domain 1 (EFCAB1), transcript variant 1, mRNA.",49647870,EFCAB1,49623350
25625,chr8,"Homo sapiens snail family zinc finger 2 (SNAI2), mRNA.",49833999,SNAI2,49830238
25626,chr8,Homo sapiens cDNA clone IMAGE:4796387.,50047788,BC042029,50047179
25627,chr8,"Homo sapiens peroxidasin homolog (Drosophila)-like (PXDNL), mRNA.",52722005,PXDNL,52232136
25628,chr8,"Homo sapiens protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 (PCMTD1), mRNA.",52811735,PCMTD1,52730139
25629,chr8,"Homo sapiens suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein) (ST18), mRNA.",53322439,ST18,53023391
25630,chr8,"Homo sapiens family with sequence similarity 150, member A (FAM150A), mRNA.",53478021,FAM150A,53446596
25631,chr8,"Homo sapiens RB1-inducible coiled-coil 1 (RB1CC1), transcript variant 1, mRNA.",53627026,RB1CC1,53535017
25632,chr8,"Homo sapiens opioid receptor, kappa 1 (OPRK1), mRNA.",54164194,OPRK1,54138275
25633,chr8,Homo sapiens full length insert cDNA clone ZC64C06.,54436491,AK056897,54427730
25634,chr8,"Homo sapiens ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H (ATP6V1H), transcript variant 3, mRNA.",54755871,ATP6V1H,54628102
25635,chr8,"Homo sapiens transcription elongation factor A (SII), 1 (TCEA1), transcript variant 1, mRNA.",54935008,TCEA1,54879115
25636,chr8,"Homo sapiens cDNA clone IMAGE:5744875, partial cds.",54957513,BC039537,54955551
25637,chr8,"Homo sapiens lysophospholipase I (LYPLA1), mRNA.",55014577,LYPLA1,54958937
25638,chr8,"Homo sapiens SET binding factor 1 pseudogene 1 (SBF1P1), non-coding RNA.",56367881,SBF1P1,56361756
25639,chr8,"Homo sapiens transmembrane protein 68 (TMEM68), mRNA.",56685885,TMEM68,56651319
25640,chr8,"Homo sapiens ribosomal protein S20 (RPS20), transcript variant 1, mRNA.",56987140,RPS20,56980738
25641,chr8,Novel nucleic acids.,56986660,DL492700,56986581
25642,chr8,"Homo sapiens small nucleolar RNA, C/D box 54 (SNORD54), small nuclear RNA.",56986460,SNORD54,56986397
25643,chr8,"Homo sapiens v-mos Moloney murine sarcoma viral oncogene homolog (MOS), mRNA.",57026541,MOS,57025500
25644,chr8,"Homo sapiens pleiomorphic adenoma gene 1 (PLAG1), transcript variant 1, mRNA.",57123859,PLAG1,57073467
25645,chr8,"Homo sapiens short chain dehydrogenase/reductase family 16C, member 5 (SDR16C5), mRNA.",57233241,SDR16C5,57212569
25646,chr8,"Homo sapiens proenkephalin (PENK), transcript variant 1, mRNA.",57359282,PENK,57353512
25647,chr8,"Homo sapiens uncharacterized LOC100507632 (LOC100507632), non-coding RNA.",57472382,LOC100507632,57430877
25648,chr8,"Homo sapiens inositol monophosphatase domain containing 1 (IMPAD1), mRNA.",57906430,IMPAD1,57870487
25649,chr8,Homo sapiens cDNA clone IMAGE:4826156.,59184660,BC032030,59168329
25650,chr8,"Homo sapiens cytochrome P450, family 7, subfamily A, polypeptide 1 (CYP7A1), mRNA.",59412720,CYP7A1,59402736
25651,chr8,"Homo sapiens neutral sphingomyelinase (N-SMase) activation associated factor (NSMAF), transcript variant 2, mRNA.",59572404,NSMAF,59496063
25652,chr8,"Homo sapiens thymocyte selection-associated high mobility group box (TOX), mRNA.",60031767,TOX,59717976
25653,chr8,"Homo sapiens carbonic anhydrase VIII (CA8), mRNA.",61193954,CA8,61101422
25654,chr8,"Homo sapiens cDNA FLJ42268 fis, clone TKIDN2015161.",61326377,AK124262,61315770
25655,chr8,"Homo sapiens hCG1816373-like (LOC100130298), non-coding RNA.",61880307,LOC100130298,61878679
25656,chr8,"Homo sapiens aspartate beta-hydroxylase (ASPH), transcript variant 1, mRNA.",62627199,ASPH,62413114
25657,chr8,Homo sapiens cDNA clone IMAGE:5270972.,62678528,BC047540,62671658
25658,chr8,"Homo sapiens gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase) (GGH), mRNA.",63951610,GGH,63927638
25659,chr8,"Homo sapiens tocopherol (alpha) transfer protein (TTPA), mRNA.",63998612,TTPA,63972047
25660,chr8,"Homo sapiens uncharacterized LOC101410533 (LOC101410533), non-coding RNA.",64081001,LOC101410533,64080283
25661,chr8,"Homo sapiens cDNA FLJ36051 fis, clone TESTI2018083.",64330488,AK093370,64297396
25662,chr8,"Homo sapiens uncharacterized LOC401463 (LOC401463), non-coding RNA.",65494445,LOC401463,65486865
25663,chr8,"Homo sapiens cytochrome P450, family 7, subfamily B, polypeptide 1 (CYP7B1), mRNA.",65711348,CYP7B1,65508528
25664,chr8,"Homo sapiens long intergenic non-protein coding RNA 251 (LINC00251), non-coding RNA.",66092575,LINC00251,66073379
25665,chr8,"Homo sapiens uncharacterized LOC286186 (LOC286186), non-coding RNA.",66474901,LOC286186,66439242
25666,chr8,"Homo sapiens armadillo repeat containing 1 (ARMC1), mRNA.",66546452,ARMC1,66514690
25667,chr8,"Homo sapiens phosphodiesterase 7A (PDE7A), transcript variant 3, mRNA.",66753969,PDE7A,66626568
25668,chr8,"Homo sapiens corticotropin releasing hormone (CRH), mRNA.",67090846,CRH,67088611
25669,chr8,"Homo sapiens uncharacterized LOC100505676 (LOC100505676), non-coding RNA.",67341212,LOC100505676,67331821
25670,chr8,"Homo sapiens v-myb myeloblastosis viral oncogene homolog (avian)-like 1 (MYBL1), transcript variant 1, mRNA.",67525480,MYBL1,67474409
25671,chr8,"Homo sapiens hypothetical LOC645895, mRNA (cDNA clone IMAGE:5222754), partial cds.",67526482,LOC645895,67524379
25672,chr8,"Homo sapiens valosin containing protein (p97)/p47 complex interacting protein 1 (VCPIP1), mRNA.",67579452,VCPIP1,67542487
25673,chr8,"Homo sapiens pituitary tumor-transforming 3, pseudogene (PTTG3P), non-coding RNA.",67680240,PTTG3P,67679631
25674,chr8,"Homo sapiens small nucleolar RNA host gene 6 (non-protein coding) (SNHG6), non-coding RNA.",67837777,SNHG6,67834164
25675,chr8,"Homo sapiens small nucleolar RNA, C/D box 87 (SNORD87), small nucleolar RNA.",67834784,SNORD87,67834708
25676,chr8,"Homo sapiens transcription factor 24 (TCF24), mRNA.",67874825,TCF24,67858735
25677,chr8,"Homo sapiens protein phosphatase 1, regulatory subunit 42 (PPP1R42), mRNA.",67940786,PPP1R42,67900366
25678,chr8,"Homo sapiens COP9 signalosome subunit 5 (COPS5), mRNA.",67974571,COPS5,67955314
25679,chr8,"Homo sapiens ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited) (ARFGEF1), mRNA.",68255912,ARFGEF1,68085746
25680,chr8,"Homo sapiens carboxypeptidase A6 (CPA6), mRNA.",68658620,CPA6,68334404
25681,chr8,"Homo sapiens piRNA piR-51809, complete sequence.",68497734,DQ584699,68497703
25682,chr8,"Homo sapiens uncharacterized LOC286189 (LOC286189), non-coding RNA.",69243726,LOC286189,69215702
25683,chr8,"Homo sapiens cDNA FLJ35230 fis, clone PROST2001415.",69216749,AX747593,69214471
25684,chr8,"Homo sapiens uncharacterized LOC100505718 (LOC100505718), non-coding RNA.",70016425,LOC100505718,69824037
25685,chr8,"Homo sapiens solute carrier organic anion transporter family, member 5A1 (SLCO5A1), transcript variant 1, mRNA.",70747299,SLCO5A1,70584567
25686,chr8,"Homo sapiens PR domain containing 14 (PRDM14), mRNA.",70983562,PRDM14,70963885
25687,chr8,"Homo sapiens nuclear receptor coactivator 2 (NCOA2), mRNA.",71316020,NCOA2,71024266
25688,chr8,"Homo sapiens translocation associated membrane protein 1 (TRAM1), mRNA.",71520694,TRAM1,71485452
25689,chr8,"Homo sapiens lactamase, beta 2 (LACTB2), mRNA.",71581447,LACTB2,71549500
25690,chr8,"Homo sapiens eyes absent homolog 1 (Drosophila) (EYA1), transcript variant 3, mRNA.",72274467,EYA1,72109667
25691,chr8,Homo sapiens cDNA clone IMAGE:5264099.,72459892,BC048982,72315674
25692,chr8,"Homo sapiens musculin (MSC), mRNA.",72756731,MSC,72753776
25693,chr8,"Homo sapiens transient receptor potential cation channel, subfamily A, member 1 (TRPA1), mRNA.",72987819,TRPA1,72933485
25694,chr8,"Homo sapiens transient receptor potential cation channel, subfamily A, member 1 pseudogene (LOC392232), non-coding RNA.",73163869,LOC392232,73117533
25695,chr8,"Homo sapiens somatomedin B and thrombospondin, type 1 domain containing (SBSPON), mRNA.",74005507,SBSPON,73976777
25696,chr8,"Homo sapiens uncharacterized LOC100130301 (LOC100130301), mRNA.",74171737,LOC100130301,74153658
25697,chr8,"Homo sapiens ribosomal protein L7 (RPL7), mRNA.",74205869,RPL7,74202873
25698,chr8,"Homo sapiens cDNA FLJ46349 fis, clone TESTI4047746.",74268696,AK128216,74223140
25699,chr8,"Homo sapiens staufen double-stranded RNA binding protein 2 (STAU2), transcript variant 3, mRNA.",74659943,STAU2,74332603
25700,chr8,"Homo sapiens ubiquitin-conjugating enzyme E2W (putative) (UBE2W), transcript variant 1, mRNA.",74791145,UBE2W,74692331
25701,chr8,"Homo sapiens transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C) (TCEB1), transcript variant 3, mRNA.",74884522,TCEB1,74857372
25702,chr8,"Homo sapiens junctophilin 1 (JPH1), mRNA.",75233562,JPH1,75146938
25703,chr8,"Homo sapiens microRNA 5681b (MIR5681B), microRNA.",75460844,MIR5681B,75460784
25704,chr8,"Homo sapiens cDNA FLJ14180 fis, clone NT2RP2003799.",75779174,AK024242,75728285
25705,chr8,"Homo sapiens cDNA clone IMAGE:4081583, partial cds.",76190696,BC062758,76135660
25706,chr8,"Homo sapiens ZFHX4 antisense RNA 1 (ZFHX4-AS1), non-coding RNA.",77595510,ZFHX4-AS1,77523113
25707,chr8,"Homo sapiens peroxisomal biogenesis factor 2 (PEX2), transcript variant 3, mRNA.",77913280,PEX2,77892493
25708,chr8,Homo sapiens cDNA clone IMAGE:5265646.,79470738,BC036404,79446126
25709,chr8,"Homo sapiens chromosome 4 open reading frame 46 pseudogene (LOC101241902), non-coding RNA.",79636609,LOC101241902,79635082
25710,chr8,"Homo sapiens interleukin 7 (IL7), transcript variant 1, mRNA.",79717758,IL7,79645006
25711,chr8,"Homo sapiens hairy/enhancer-of-split related with YRPW motif 1 (HEY1), transcript variant 2, mRNA.",80680098,HEY1,80676244
25712,chr8,"Homo sapiens cDNA FLJ30770 fis, clone FEBRA2000734.",80783972,AK055332,80681614
25713,chr8,"Homo sapiens tumor protein D52 (TPD52), transcript variant 2, mRNA.",81083836,TPD52,80831094
25714,chr8,"Homo sapiens mitochondrial ribosomal protein S28 (MRPS28), nuclear gene encoding mitochondrial protein, mRNA.",80942506,MRPS28,80831094
25715,chr8,Gene marker which use for analyse sensitivity to treatment cancer with anti-tumor agent combined with radiotheraphy.,81398304,DJ031142,81397767
25716,chr8,"Homo sapiens zinc finger protein 704 (ZNF704), mRNA.",81787016,ZNF704,81540685
25717,chr8,"Homo sapiens phosphoprotein associated with glycosphingolipid microdomains 1 (PAG1), mRNA.",82024303,PAG1,81880045
25718,chr8,"Homo sapiens peripheral myelin protein 2 (PMP2), mRNA.",82359719,PMP2,82352563
25719,chr8,"Homo sapiens fatty acid binding protein 9, testis (FABP9), mRNA.",82373758,FABP9,82370617
25720,chr8,"Homo sapiens fatty acid binding protein 4, adipocyte (FABP4), mRNA.",82395473,FABP4,82390731
25721,chr8,"Homo sapiens fatty acid binding protein 12 (FABP12), mRNA.",82443550,FABP12,82437280
25722,chr8,"Homo sapiens inositol(myo)-1(or 4)-monophosphatase 1 (IMPA1), transcript variant 2, mRNA.",82598589,IMPA1,82569150
25723,chr8,"Homo sapiens solute carrier family 10 (sodium/bile acid cotransporter family), member 5 (SLC10A5), mRNA.",82607207,SLC10A5,82605890
25724,chr8,"Homo sapiens zinc finger, AN1-type domain 1 (ZFAND1), transcript variant 2, mRNA.",82633539,ZFAND1,82613565
25725,chr8,"Homo sapiens sorting nexin 16 (SNX16), transcript variant 1, mRNA.",82754521,SNX16,82711817
25726,chr8,"Homo sapiens chromosome 8 open reading frame 59 (C8orf59), transcript variant 1, mRNA.",86132643,C8orf59,86126287
25727,chr8,"Homo sapiens carbonic anhydrase I (CA1), transcript variant 2, mRNA.",86290342,CA1,86240457
25728,chr8,"Homo sapiens REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 2 (pseudogene) (REXO1L2P), non-coding RNA.",86757761,REXO1L2P,86566827
25729,chr8,"Homo sapiens protein serine kinase H2 (PSKH2), mRNA.",87081851,PSKH2,87060690
25730,chr8,"Homo sapiens solute carrier family 7 (anionic amino acid transporter), member 13 (SLC7A13), mRNA.",87242609,SLC7A13,87226287
25731,chr8,Homo sapiens cDNA clone IMAGE:5267578.,87355543,BC038731,87345502
25732,chr8,"Homo sapiens regulator of microtubule dynamics 1 (RMDN1), mRNA.",87521009,RMDN1,87484577
25733,chr8,"Homo sapiens cyclic nucleotide gated channel beta 3 (CNGB3), mRNA.",87755903,CNGB3,87586162
25734,chr8,"Homo sapiens DDB1 and CUL4 associated factor 4-like 2 (DCAF4L2), mRNA.",88886296,DCAF4L2,88882970
25735,chr8,Homo sapiens mRNA; cDNA DKFZp761D112 (from clone DKFZp761D112).,89046790,DKFZp761D112,89044236
25736,chr8,"Homo sapiens matrix metallopeptidase 16 (membrane-inserted) (MMP16), mRNA.",89339717,MMP16,89049459
25737,chr8,"Homo sapiens nibrin (NBN), mRNA.",90996899,NBN,90945563
25738,chr8,"Homo sapiens calbindin 1, 28kDa (CALB1), mRNA.",91107687,CALB1,91070837
25739,chr8,"Homo sapiens transmembrane protein 64 (TMEM64), transcript variant 1, mRNA.",91803859,TMEM64,91634222
25740,chr8,"Homo sapiens uncharacterized LOC100127983 (LOC100127983), mRNA.",91997485,LOC100127983,91970705
25741,chr8,"Homo sapiens transmembrane protein 55A (TMEM55A), mRNA.",92053203,TMEM55A,92006501
25742,chr8,Homo sapiens cDNA clone IMAGE:4820809.,92082417,BC067244,92080142
25743,chr8,"Homo sapiens runt-related transcription factor 1; translocated to, 1 (cyclin D-related) (RUNX1T1), transcript variant 5, mRNA.",93115454,RUNX1T1,92967194
25744,chr8,"Homo sapiens uncharacterized LOC441369 (FLJ46284), non-coding RNA.",93798288,FLJ46284,93725189
25745,chr8,"Homo sapiens triple QxxK/R motif containing (TRIQK), transcript variant 1, mRNA.",94029901,TRIQK,93895757
25746,chr8,"Homo sapiens chromosome 8 open reading frame 87 (C8orf87), mRNA.",94179079,C8orf87,94146323
25747,chr8,"Homo sapiens long intergenic non-protein coding RNA 535 (LINC00535), non-coding RNA.",94712661,LINC00535,94358694
25748,chr8,"Homo sapiens RNA binding motif protein 12B (RBM12B), mRNA.",94753224,RBM12B,94743730
25749,chr8,"Homo sapiens microRNA 378d-2 (MIR378D2), microRNA.",94928347,MIR378D2,94928249
25750,chr8,"Homo sapiens cadherin 17, LI cadherin (liver-intestine) (CDH17), transcript variant 2, mRNA.",95229531,CDH17,95139393
25751,chr8,"Homo sapiens GTP binding protein overexpressed in skeletal muscle (GEM), transcript variant 2, mRNA.",95274547,GEM,95261484
25752,chr8,"Homo sapiens RAD54 homolog B (S. cerevisiae) (RAD54B), transcript variant 1, mRNA.",95487343,RAD54B,95384187
25753,chr8,"Homo sapiens fibrinogen silencer binding protein (FSBP), mRNA.",95449180,FSBP,95439939
25754,chr8,"Homo sapiens KIAA1429 (KIAA1429), transcript variant 1, mRNA.",95565746,KIAA1429,95500004
25755,chr8,"Homo sapiens uncharacterized LOC100288748 (LOC100288748), non-coding RNA.",95651695,LOC100288748,95649512
25756,chr8,"Homo sapiens cyclin E2 (CCNE2), mRNA.",95907482,CCNE2,95892452
25757,chr8,"Homo sapiens tumor protein p53 inducible nuclear protein 1 (TP53INP1), transcript variant 2, mRNA.",95961615,TP53INP1,95938199
25758,chr8,"Homo sapiens microRNA 3150b (MIR3150B), microRNA.",96085224,MIR3150B,96085138
25759,chr8,"Homo sapiens cDNA FLJ35871 fis, clone TESTI2008046.",96085148,AX747981,96079036
25760,chr8,"Homo sapiens uncharacterized LOC619344 (C8orf69), non-coding RNA.",96228602,C8orf69,96219234
25761,chr8,"Homo sapiens chromosome 8 open reading frame 37 (C8orf37), mRNA.",96281462,C8orf37,96257140
25762,chr8,"Homo sapiens serine/arginine-rich splicing factor 3 pseudogene (LOC100500773), non-coding RNA.",96960576,LOC100500773,96959212
25763,chr8,"Homo sapiens growth differentiation factor 6 (GDF6), mRNA.",97173020,GDF6,97154557
25764,chr8,"Homo sapiens ubiquinol-cytochrome c reductase binding protein (UQCRB), transcript variant 4, non-coding RNA.",97247862,UQCRB,97238903
25765,chr8,"Homo sapiens MTERF domain containing 1 (MTERFD1), nuclear gene encoding mitochondrial protein, mRNA.",97273796,MTERFD1,97251644
25766,chr8,"Homo sapiens TSPY-like 5 (TSPYL5), mRNA.",98290176,TSPYL5,98285713
25767,chr8,"Homo sapiens ribosomal protein L30 (RPL30), mRNA.",99057818,RPL30,99037078
25768,chr8,"Homo sapiens small nucleolar RNA, H/ACA box 72 (SNORA72), small nucleolar RNA.",99054445,SNORA72,99054313
25769,chr8,"Homo sapiens heat-responsive protein 12 (HRSP12), mRNA.",99129418,HRSP12,99114566
25770,chr8,"Homo sapiens NIPA-like domain containing 2 (NIPAL2), mRNA.",99306621,NIPAL2,99204386
25771,chr8,"Homo sapiens serine/threonine kinase 3 (STK3), transcript variant 2, mRNA.",99954799,STK3,99466858
25772,chr8,"Homo sapiens microRNA 599 (MIR599), microRNA.",100548958,MIR599,100548863
25773,chr8,"Homo sapiens microRNA 875 (MIR875), microRNA.",100549089,MIR875,100549013
25774,chr8,"Homo sapiens cytochrome c oxidase subunit VIc (COX6C), nuclear gene encoding mitochondrial protein, mRNA.",100906242,COX6C,100890222
25775,chr8,"Homo sapiens cDNA FLJ41478 fis, clone BRTHA2002376.",100893849,DL491896,100890377
25776,chr8,"Homo sapiens regulator of G-protein signaling 22 (RGS22), mRNA.",101118344,RGS22,100973275
25777,chr8,"Homo sapiens F-box protein 43 (FBXO43), transcript variant 1, non-coding RNA.",101158099,FBXO43,101145587
25778,chr8,"Homo sapiens ring finger protein 19A, E3 ubiquitin protein ligase (RNF19A), transcript variant 2, mRNA.",101322379,RNF19A,101269287
25779,chr8,"Homo sapiens ankyrin repeat domain 46 (ANKRD46), transcript variant 2, mRNA.",101572014,ANKRD46,101521979
25780,chr8,"Homo sapiens sorting nexin 31 (SNX31), mRNA.",101661893,SNX31,101585111
25781,chr8,"Homo sapiens poly(A) binding protein, cytoplasmic 1 (PABPC1), mRNA.",101734315,PABPC1,101715143
25782,chr8,"Homo sapiens tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide (YWHAZ), transcript variant 4, mRNA.",101965623,YWHAZ,101930803
25783,chr8,"Homo sapiens cDNA FLJ33916 fis, clone CTONG2016775.",101949291,AX746867,101946567
25784,chr8,"Homo sapiens zinc finger protein 706 (ZNF706), transcript variant 4, mRNA.",102218292,ZNF706,102209265
25785,chr8,"Homo sapiens neurocalcin delta (NCALD), transcript variant 5, mRNA.",103137135,NCALD,102698769
25786,chr8,"Homo sapiens ribonucleotide reductase M2 B (TP53 inducible) (RRM2B), transcript variant 1, mRNA.",103251346,RRM2B,103216728
25787,chr8,"Homo sapiens ubiquitin protein ligase E3 component n-recognin 5 (UBR5), mRNA.",103424917,UBR5,103264501
25788,chr8,"Homo sapiens Kruppel-like factor 10 (KLF10), transcript variant 1, mRNA.",103667983,KLF10,103661004
25789,chr8,"Homo sapiens antizyme inhibitor 1 (AZIN1), transcript variant 1, mRNA.",103876397,AZIN1,103838535
25790,chr8,"Homo sapiens chromosome 8 open reading frame 56 (C8orf56), non-coding RNA.",104153570,C8orf56,104145190
25791,chr8,"Homo sapiens uncharacterized LOC100499183 (LOC100499183), non-coding RNA.",104298135,LOC100499183,104177736
25792,chr8,"Homo sapiens solute carrier family 25 (mitochondrial folate carrier), member 32 (SLC25A32), transcript variant 3, non-coding RNA.",104427563,SLC25A32,104410865
25793,chr8,"Homo sapiens dihydropyrimidinase (DPYS), mRNA.",105479277,DPYS,105391651
25794,chr8,"Homo sapiens low density lipoprotein receptor-related protein 12 (LRP12), transcript variant 1, mRNA.",105601252,LRP12,105501458
25795,chr8,"Homo sapiens actin-binding Rho activating protein (ABRA), mRNA.",107782472,ABRA,107771710
25796,chr8,"Homo sapiens angiopoietin 1 (ANGPT1), transcript variant 1, mRNA.",108510254,ANGPT1,108261709
25797,chr8,"Homo sapiens R-spondin 2 (RSPO2), mRNA.",109095913,RSPO2,108911543
25798,chr8,"Homo sapiens eukaryotic translation initiation factor 3, subunit E (EIF3E), mRNA.",109260959,EIF3E,109213971
25799,chr8,"Homo sapiens transmembrane protein 74 (TMEM74), mRNA.",109799770,TMEM74,109619078
25800,chr8,"Homo sapiens NudC domain containing 1 (NUDCD1), transcript variant 1, mRNA.",110346350,NUDCD1,110253147
25801,chr8,"Homo sapiens syntabulin (syntaxin-interacting) (SYBU), transcript variant 4, mRNA.",110704020,SYBU,110586404
25802,chr8,"Homo sapiens potassium channel, subfamily V, member 1 (KCNV1), mRNA.",110988076,KCNV1,110979232
25803,chr8,"Homo sapiens CUB and Sushi multiple domains 3 (CSMD3), transcript variant b, mRNA.",114449242,CSMD3,113235158
25804,chr8,"Homo sapiens trichorhinophalangeal syndrome I (TRPS1), mRNA.",116681228,TRPS1,116420723
25805,chr8,"Homo sapiens long intergenic non-protein coding RNA 536 (LINC00536), non-coding RNA.",117337297,LINC00536,116962735
25806,chr8,"Homo sapiens eukaryotic translation initiation factor 3, subunit H (EIF3H), mRNA.",117778494,EIF3H,117657054
25807,chr8,"Homo sapiens RAD21 homolog (S. pombe) (RAD21), mRNA.",117887105,RAD21,117858172
25808,chr8,"Homo sapiens microRNA 3610 (MIR3610), microRNA.",117887039,MIR3610,117886966
25809,chr8,"Homo sapiens cDNA FLJ36662 fis, clone UTERU2002737.",117950697,AL832163,117947898
25810,chr8,"Homo sapiens exostosin glycosyltransferase 1 (EXT1), mRNA.",119124058,EXT1,118811601
25811,chr8,Homo sapiens clone 24838 mRNA sequence.,119100498,AK025288,119097732
25812,chr8,"Homo sapiens sterile alpha motif domain containing 12 (SAMD12), transcript variant 1, mRNA.",119634234,SAMD12,119201694
25813,chr8,"Homo sapiens tumor necrosis factor receptor superfamily, member 11b (TNFRSF11B), mRNA.",119964383,TNFRSF11B,119935795
25814,chr8,"Homo sapiens ectonucleotide pyrophosphatase/phosphodiesterase 2 (ENPP2), transcript variant 3, mRNA.",120651106,ENPP2,120569316
25815,chr8,"Homo sapiens TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa (TAF2), mRNA.",120845074,TAF2,120743013
